"id","prob"
1,0.189231799390002
2,0.0998342161195279
3,0.383173775857643
4,0.0905899389480411
5,0.0820547016314564
6,0.10999724451883
7,0.0998342161195279
8,0.125450548226517
9,0.0747685240723846
10,0.0807846926381306
11,0.125450548226517
12,0.0977446708269113
13,0.292738586496559
14,0.125450548226517
15,0.0653122866664474
16,0.0741403865362344
17,0.112765599646222
18,0.0725543589918922
19,0.111246911895748
20,0.102376215187429
21,0.0977446708269113
22,0.179451587671922
23,0.125450548226517
24,0.113230206385963
25,0.115273143610326
26,0.115594578185546
27,0.298563240283124
28,0.44325966436132
29,0.429501350424298
30,0.0653122866664474
31,0.0977446708269113
32,0.233489029593547
33,0.115594578185546
34,0.0863681311395497
35,0.0973484896232506
36,0.116529723084788
37,0.396479418589585
38,0.40994003024573
39,0.189231799390002
40,0.119440420654787
41,0.0998342161195279
42,0.162519981955677
43,0.0998342161195279
44,0.0703905897006994
45,0.0998342161195279
46,0.0693979552599129
47,0.175369706042865
48,0.125105583950164
49,0.122413748226736
50,0.189231799390002
51,0.422661463902774
52,0.122413748226736
53,0.0883118004842808
54,0.122413748226736
55,0.119440420654787
56,0.189231799390002
57,0.0410531539544724
58,0.0636253516529744
59,0.115594578185546
60,0.16742587747494
61,0.115594578185546
62,0.113230206385963
63,0.116529723084788
64,0.0949181279912064
65,0.103634227398434
66,0.429501350424298
67,0.159772167023411
68,0.0973484896232506
69,0.0949181279912064
70,0.0936920051253139
71,0.0636253516529744
72,0.0973484896232506
73,0.0973484896232506
74,0.0636253516529744
75,0.0998342161195279
76,0.0925422211484576
77,0.0949181279912064
78,0.0936920051253139
79,0.0973484896232506
80,0.0722430565285128
81,0.116529723084788
82,0.112765599646222
83,0.0998342161195279
84,0.0977446708269113
85,0.0636253516529744
86,0.102376215187429
87,0.166363114039982
88,0.436368264212747
89,0.162519981955677
90,0.184977603552093
91,0.149853421813988
92,0.10999724451883
93,0.107733414311645
94,0.0902198576950668
95,0.119440420654787
96,0.112765599646222
97,0.104638877961504
98,0.0767266954995648
99,0.0619790988501888
100,0.396479418589585
101,0.0981524078398408
102,0.065870951415271
103,0.112765599646222
104,0.176691812755144
